0.608754	0.613462	-110.5	1.02517	99	6	0	13	6.42955
0.608754	0.613462	-110.203	1.7274	99	6	0	13	6.45337
0.483548	0.651866	-80.5	2.6623	100	5	0	13	7.46984
0.396497	0.623998	-50.5	2.51085	101	4	0	13	8.48646
2.15518	0.473334	49.5	2.49196	99	3	0	13	11.8844
3.12293	0.677223	79.5	2.53604	103	2	0	13	12.9065
4.07466	0.841507	109.5	2.28557	108	1	0	13	13.9288
49.2068	-7.0482	80.1721	0.00916074	180	2	0	11	1.65043e-05
0.608754	0.613462	-110.203	0.354481	99	6	0	11	0.00283998
0.663262	0.631845	-110.146	0.295137	99	6	0	11	0.00454581
-8.09859	3.4511	-110.5	2.53743	93	6	1	13	6.45337
-8.19065	3.41524	-80.5	1.63401	84	5	1	13	7.45894
-8.19281	3.4144	-79.8203	0.76498	84	5	1	13	7.46979
-8.36087	3.31323	-50.5	2.5261	83	4	1	13	8.48639
-6.36918	3.32349	49.5	2.57164	93	3	1	13	11.8816
-4.85921	3.23951	79.5	1.21668	89	2	1	13	12.8858
-4.8332	3.23796	80.0171	1.03102	89	2	1	13	12.9022
-3.29118	3.0859	109.5	1.83615	93	1	1	13	13.916
-3.25	3.08182	110.287	0.4495	94	1	1	13	13.9232
-4.8332	3.23796	80.0171	0.0843666	89	2	1	11	0.00108364
-4.81225	3.2412	80.0366	0.11001	89	2	1	11	0.00232108
-4.78406	3.24748	80.0517	0.301264	89	2	1	11	0.00407316
-8.19281	3.4144	-79.8203	0.0991504	84	5	1	11	0.00116119
-8.17293	3.42568	-79.8	0.101459	84	5	1	11	0.00218622
-8.1863	3.44163	-79.7848	0.0575806	84	5	1	11	0.002875
-8.19155	3.4563	-79.7812	0.10577	84	5	1	11	0.00366117
-8.19635	3.47091	-79.7774	0.00251843	84	5	1	11	0.00369575
-8.196	3.47122	-79.7772	0.0107359	84	5	1	11	0.00374034
-8.19559	3.47162	-79.7769	0.00658691	84	5	1	11	0.00379007
-8.19518	3.47205	-79.7766	0.0202118	84	5	1	11	0.0038443
-8.1947	3.47256	-79.7765	0.00980092	84	5	1	11	0.003902
-8.19423	3.47291	-79.7764	0.0110994	84	5	1	11	0.00395456
-8.19389	3.47321	-79.7766	0.0128147	84	5	1	11	0.00398029
2.58555	-7.52403	-110.5	2.57589	115	6	2	13	6.45337
2.5411	-7.53588	-80.5	2.2719	114	5	2	13	7.46979
2.45014	-7.66849	-50.5	1.79072	105	4	2	13	8.48009
2.44762	-7.67221	-49.6847	0.412896	105	4	2	13	8.48635
1.86324	-9.98109	49.5	2.44046	120	3	2	13	11.8808
1.549	-11.2742	79.5	2.36276	118	2	2	13	12.901
1.25702	-12.5161	109.5	1.88382	103	1	2	13	13.9119
1.25	-12.546	110.223	0.845432	102	1	2	13	13.9213
2.44762	-7.67221	-49.6847	0.481684	105	4	2	11	0.00373413
2.52542	-7.68104	-49.6255	0.0691322	105	4	2	11	0.00398116
-6.17449	3.01751	-110.5	2.75772	94	6	3	13	6.45337
-6.15737	2.96675	-80.5	0.295976	87	5	3	13	7.4399
-6.1573	2.96654	-80.3825	0.512039	87	5	3	13	7.44771
-6.15728	2.96584	-80.1519	1.36803	87	5	3	13	7.4698
-6.11251	2.84825	-50.5	2.37786	88	4	3	13	8.48645
-5.87948	1.99027	49.5	2.14247	96	3	3	13	11.8798
-5.86976	1.65792	79.5	2.23748	89	2	3	13	12.8993
-5.84123	1.34224	109.5	1.2313	88	1	3	13	13.9011
-5.84076	1.33721	109.979	0.917709	88	1	3	13	13.9131
-5.84123	1.33445	110.33	0.35921	88	1	3	13	13.9189
-5.84123	1.33445	110.33	0.420631	88	1	3	11	0.00357437
-5.7611	1.37732	110.38	0.0738389	88	1	3	11	0.00454185
-5.75	1.39256	110.395	0.0430808	89	1	3	11	0.00493642
-5.74933	1.39885	110.402	0.0218345	89	1	3	11	0.00518779
-5.75	1.40194	110.407	0.0245612	89	1	3	11	0.00547745
-5.7494	1.40453	110.413	0.0186905	89	1	3	11	0.00570178
-5.74919	1.40435	110.418	0.025959	89	1	3	11	0.00604015
-5.74933	1.40407	110.425	0.0239249	89	1	3	11	0.006337
-5.74876	1.4067	110.431	0.023793	89	1	3	11	0.00662322
-5.74646	1.40776	110.436	0.0235591	89	1	3	11	0.00691739
-5.74352	1.40752	110.441	0.0313734	89	1	3	11	0.00721767
-5.73969	1.40414	110.439	0.0978017	89	1	3	11	0.00761166
-5.84076	1.33721	109.979	0.155344	88	1	3	11	0.00175228
-5.83544	1.29392	109.998	0.187757	88	1	3	11	0.0035243
-5.82773	1.25028	110.016	0.23665	88	1	3	11	0.00480199
-6.15728	2.96584	-80.1519	0.0948576	87	5	3	11	0.00142074
-6.1403	2.98743	-80.1229	0.547943	87	5	3	11	0.00531167
-6.12708	3.03998	-80.0193	0.200396	87	5	3	11	0.00633786
-6.1573	2.96654	-80.3825	0.156548	87	5	3	11	0.00243177
-6.12082	2.99263	-80.33	0.21597	87	5	3	11	0.00537582
-6.093	2.97859	-80.2534	0.417903	87	5	3	11	0.00804968
3.38204	-3.67772	-110.5	3.43759	107	6	4	13	6.45337
3.43867	-3.5519	-80.5	2.46298	110	5	4	13	7.46985
3.44295	-3.5032	-50.5	2.37632	107	4	4	13	8.48645
1.54351	-3.2428	49.5	2.66749	106	3	4	13	11.8818
0.439522	-3.18241	79.5	1.35422	105	2	4	13	12.8872
0.419345	-3.18127	80.0475	1.00009	105	2	4	13	12.9026
-0.73782	-3.03846	109.5	0.694391	99	1	4	13	13.9003
-0.75	-3.03695	109.81	0.0438854	98	1	4	13	13.9011
-0.750965	-3.03655	109.833	1.72836	98	1	4	13	13.9238
-0.750965	-3.03655	109.833	0.0525367	98	1	4	11	0.000832147
-0.76429	-3.04482	109.848	0.0657916	98	1	4	11	0.00175485
-0.783	-3.0539	109.861	0.0812527	98	1	4	11	0.00270405
-0.802549	-3.05518	109.873	0.122554	98	1	4	11	0.00398886
-0.824263	-3.07466	109.887	0.157031	98	1	4	11	0.00473127
0.419345	-3.18127	80.0475	0.798992	105	2	4	11	0.012315
0.303701	-3.18939	80.403	0.241542	105	2	4	11	0.0157315
-5.23077	-8.06119	109.5	0.224482	90	1	4	11	1.03721
-5.25	-8.07815	109.601	0.666695	89	1	4	11	1.04593
-5.33807	-8.00811	109.845	0.546989	89	1	4	11	1.05258
-5.44137	-7.94097	110.002	0.454462	89	1	4	11	1.05689
-5.55609	-7.93919	110.019	0.185684	89	1	4	11	1.05782
