Displacement(m),Load(kN),Stress(kPa),Strain
0.0011200000000000001,117.6,59893.20064476862,0.0112
0.0011200000000000001,117.4,59791.34145999861,0.0112
0.0011200000000000001,117.3,59740.411867613606,0.0112
0.0011200000000000001,117.2,59689.4822752286,0.0112
0.0011200000000000001,117.1,59638.55268284359,0.0112
0.0011200000000000001,116.9,59536.693498073575,0.0112
0.00113,116.9,59536.693498073575,0.0113
0.00113,116.7,59434.83431330356,0.0113
0.00113,116.6,59383.90472091855,0.0113
0.00113,116.5,59332.975128533544,0.0113
0.00113,116.4,59282.045536148544,0.0113
0.00113,116.3,59231.11594376353,0.0113
0.00113,116.2,59180.18635137853,0.0113
0.00113,116.1,59129.25675899351,0.0113
0.00113,116.0,59078.327166608506,0.0113
0.00113,115.9,59027.397574223505,0.0113
0.00113,115.8,58976.46798183849,0.0113
0.00113,115.7,58925.53838945349,0.0113
0.00113,115.6,58874.608797068475,0.0113
0.00113,115.5,58823.679204683474,0.0113
0.00113,115.4,58772.74961229847,0.0113
0.00113,115.3,58721.82001991346,0.0113
0.00113,115.2,58670.89042752845,0.0113
0.00113,115.1,58619.96083514344,0.0113
0.00113,115.0,58569.031242758436,0.0113
0.00114,114.9,58518.10165037343,0.011399999999999999
0.00114,114.8,58467.17205798842,0.011399999999999999
0.00114,114.7,58416.24246560341,0.011399999999999999
0.00114,114.6,58365.312873218405,0.011399999999999999
0.00114,114.5,58314.3832808334,0.011399999999999999
0.00114,114.4,58263.4536884484,0.011399999999999999
0.00114,114.3,58212.52409606338,0.011399999999999999
0.00114,114.2,58161.59450367838,0.011399999999999999
0.00114,114.1,58110.66491129337,0.011399999999999999
0.00114,113.9,58008.80572652336,0.011399999999999999
0.00114,113.8,57957.87613413834,0.011399999999999999
0.00114,113.6,57856.01694936833,0.011399999999999999
0.00114,113.5,57805.08735698333,0.011399999999999999
0.00114,113.4,57754.15776459832,0.011399999999999999
0.00114,113.2,57652.298579828304,0.011399999999999999
0.00114,113.1,57601.3689874433,0.011399999999999999
0.00114,113.0,57550.43939505829,0.011399999999999999
0.00114,112.9,57499.50980267328,0.011399999999999999
0.00114,112.8,57448.58021028827,0.011399999999999999
0.00115,112.8,57448.58021028827,0.0115
0.00115,112.6,57346.72102551826,0.0115
0.00115,112.5,57295.79143313325,0.0115
0.00115,112.4,57244.86184074825,0.0115
0.00115,112.3,57193.932248363235,0.0115
0.00115,112.2,57143.002655978235,0.0115
0.00115,112.1,57092.07306359322,0.0115
0.00115,111.9,56990.21387882321,0.0115
0.00115,111.8,56939.2842864382,0.0115
0.00115,111.6,56837.42510166818,0.0115
0.00115,111.5,56786.49550928318,0.0115
0.00115,111.4,56735.56591689817,0.0115
0.00115,111.2,56633.70673212816,0.0115
0.00115,111.1,56582.77713974315,0.0115
0.00115,110.9,56480.917954973134,0.0115
0.00115,110.8,56429.98836258813,0.0115
0.00115,110.7,56379.05877020312,0.0115
0.00115,110.5,56277.1995854331,0.0115
0.00116,110.4,56226.2699930481,0.0116
0.00116,110.3,56175.34040066309,0.0116
