Time,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96
4/21/22 0:50,1703.76,33.76,131.63,128.0,16.57,14.11,88.6,170.24,6.14,21.15,4.3,25.29,239.68,265.74,17.51,347.16,348.29,337.3,345.34,101.34,0.52,0.52,59.57,280.27,160.6,82.71,-2.38,97.59,118.72,1947.8,96.36,96.0,92.4,3.02,13.11,147.52,41.38,50.03,108.44,166.55,163.91,7.25,153.24,96.5,57.34,7.81,7.81,18.66,44.99,34.44,80.57,65.8,114.52,134.49,136.6,102.31,130.54,117.96,140.54,715.48,166.85,2604.64,320.91,320.92,221.37,923.1,5.54,66.42,-0.19,35.43,64.23,195.85,207.97,312.79,253.83,261.55,263.76,202.93,306.15,474.07,1165.47,326.94,64.03,348.82,55.55,723.88,333.68,94.44,214.16,43.29,338.62,1.17,11.95,54.61,333.79,652.6
4/21/22 0:55,1707.38,33.76,131.57,128.09,16.52,14.09,89.76,170.23,6.16,21.19,4.3,25.37,239.35,265.57,17.53,347.33,348.23,337.22,345.51,101.38,0.52,0.52,61.02,285.23,160.7,83.01,-4.08,98.21,118.86,1947.42,96.21,96.0,92.04,3.01,12.94,147.75,41.55,49.97,107.82,165.27,162.65,7.38,169.86,96.36,57.16,7.82,7.83,18.82,44.8,34.36,80.61,65.68,113.74,134.37,136.42,102.23,130.4,117.83,140.33,718.19,166.7,2619.18,316.52,316.52,221.5,924.26,5.54,66.2,-0.2,34.47,63.93,196.44,208.46,312.7,253.75,254.33,263.98,203.43,306.05,474.74,1163.25,326.63,64.06,348.86,55.24,725.46,333.89,93.94,214.42,42.65,338.39,1.17,11.95,54.79,333.75,651.96
4/21/22 1:00,1708.25,33.78,131.44,128.18,16.53,14.08,89.26,170.26,6.08,21.09,4.3,25.31,239.3,265.47,17.49,347.47,348.27,337.24,345.61,101.69,0.51,0.51,63.13,284.98,159.97,83.46,-6.14,99.51,119.08,1943.17,96.24,96.0,93.01,2.99,13.09,150.58,41.01,49.91,108.87,165.06,162.45,7.4,176.1,96.0,57.27,7.85,7.86,18.9,43.89,34.35,80.53,65.77,113.06,134.17,136.1,103.47,130.2,117.65,140.32,717.5,167.07,2619.79,315.86,315.85,221.64,925.09,5.6,66.05,-0.2,33.04,63.51,196.89,208.89,312.61,253.85,256.11,264.26,203.95,306.03,474.1,1160.62,326.63,64.03,348.94,56.28,725.62,333.99,94.2,214.59,42.1,338.14,1.17,11.95,54.92,333.77,652.51
4/21/22 1:05,1709.02,33.76,131.23,128.17,16.53,14.1,89.85,170.37,5.92,21.05,4.3,25.44,239.24,265.49,17.43,347.44,348.29,337.28,345.6,102.0,0.52,0.51,65.65,285.73,160.19,83.6,-6.02,100.12,119.23,1943.33,96.31,96.0,93.68,3.01,13.06,154.28,40.76,50.01,110.04,166.06,163.07,7.21,172.09,95.99,57.47,7.91,7.92,18.9,42.66,34.41,80.51,65.87,112.25,134.05,135.8,107.19,130.1,117.55,140.12,714.76,167.13,2625.96,311.96,311.96,221.73,925.18,5.65,66.05,-0.2,32.7,63.18,197.07,209.06,312.61,254.04,256.71,264.42,204.11,306.08,473.67,1161.85,326.49,64.0,349.09,55.95,723.64,334.0,94.56,214.82,41.76,337.92,1.17,11.98,54.96,333.82,652.19
4/21/22 1:10,1710.78,33.79,131.2,128.15,16.53,14.1,89.1,170.41,6.02,21.02,4.3,25.47,239.11,265.49,17.38,347.33,348.3,337.29,345.53,101.31,0.52,0.52,70.04,289.48,160.49,83.19,-5.86,99.96,119.17,1946.23,96.23,96.0,93.28,3.02,13.0,156.49,41.0,50.3,109.76,166.34,163.01,6.77,168.4,96.62,57.74,7.97,7.97,19.08,41.46,34.66,80.52,66.07,112.1,133.99,135.65,110.85,130.27,117.63,140.3,718.93,167.1,2642.33,308.75,308.75,221.94,926.87,5.66,66.11,-0.2,32.83,63.09,197.29,209.34,312.65,254.2,256.91,264.53,204.39,306.15,472.66,1160.42,326.49,63.97,349.09,56.08,724.52,334.03,95.21,215.06,41.51,337.76,1.17,11.98,55.06,333.81,651.94
4/21/22 1:15,1711.35,33.8,131.22,128.14,16.52,14.09,89.59,170.52,6.06,20.96,4.3,25.39,239.22,265.52,17.36,347.45,348.35,337.32,345.69,100.82,0.54,0.53,70.31,291.58,161.86,82.91,-6.27,99.59,118.89,1946.86,96.18,96.0,92.11,3.02,12.62,157.46,41.45,49.98,108.61,165.6,162.18,6.77,177.28,97.09,57.79,8.0,8.01,19.29,40.26,34.8,80.5,66.31,112.38,134.25,135.9,112.04,130.43,117.67,140.45,719.06,165.12,2639.81,308.85,308.85,221.95,922.74,5.58,66.24,-0.2,33.02,63.18,197.31,209.42,312.78,254.39,256.71,264.58,204.48,306.25,471.99,1159.11,326.93,63.98,349.03,56.02,723.94,334.08,95.82,215.24,41.98,337.77,1.18,11.97,55.18,333.72,652.35
4/21/22 1:20,1708.92,33.8,131.26,128.23,16.51,14.09,89.0,170.65,6.12,20.76,4.3,25.41,239.29,265.55,17.34,347.5,348.35,337.32,345.74,100.6,0.54,0.54,67.33,288.72,162.54,82.49,-6.41,100.07,118.28,1946.23,96.25,96.0,92.29,3.0,13.18,157.91,42.31,49.81,108.48,165.06,161.89,7.0,186.61,97.27,58.0,8.0,8.01,19.51,39.34,34.87,80.43,66.43,112.71,134.57,136.23,111.88,130.39,117.67,140.53,718.67,161.65,2623.26,306.46,306.45,221.88,922.79,5.46,66.51,-0.19,33.98,63.33,197.12,209.23,313.01,254.45,256.27,264.49,204.36,306.35,473.84,1163.64,327.17,63.95,349.04,55.79,724.12,334.18,95.93,215.31,42.28,337.94,1.18,11.96,55.28,333.58,653.98
4/21/22 1:25,1709.35,33.76,131.2,128.29,16.54,14.11,88.91,170.6,6.14,20.44,4.3,25.47,239.49,265.62,17.36,347.28,348.3,337.26,345.54,100.58,0.54,0.54,62.48,284.74,160.51,82.44,-5.49,100.4,117.61,1946.81,96.27,96.0,92.78,3.0,13.0,158.49,41.13,49.87,109.36,165.95,162.55,6.95,180.71,96.69,58.04,7.98,7.99,19.58,39.09,34.81,80.48,66.47,113.09,134.84,136.39,109.98,130.28,117.45,140.18,717.24,160.49,2573.49,306.47,306.46,221.56,919.45,5.42,66.75,-0.19,34.96,63.46,196.46,208.72,313.01,254.37,256.51,264.07,203.77,306.25,473.98,1159.9,327.2,63.98,348.94,55.06,722.46,334.22,94.99,215.24,42.25,338.17,1.19,11.95,55.36,333.61,655.6
4/21/22 1:30,1708.65,33.78,131.2,128.26,16.55,14.12,89.11,170.52,6.06,20.18,4.3,25.37,239.55,265.74,17.38,347.27,348.22,337.26,345.6,100.78,0.53,0.53,57.59,283.27,160.71,82.41,-6.33,99.81,117.73,1945.59,96.27,96.0,92.89,3.01,13.12,157.65,41.07,49.94,109.58,166.7,163.34,6.86,164.3,96.13,57.9,7.95,7.96,19.33,39.5,34.74,80.5,66.45,113.41,134.85,136.37,107.39,130.09,117.2,139.99,718.66,163.82,2552.14,309.19,309.18,221.27,920.45,5.41,66.78,-0.19,35.77,63.61,195.94,208.18,312.7,254.08,256.38,263.64,203.25,305.96,473.43,1162.48,326.87,64.05,348.84,55.0,723.15,334.16,93.89,215.14,42.92,338.3,1.18,11.97,55.38,333.68,656.8
4/21/22 1:35,1707.91,33.8,131.26,128.09,16.55,14.12,89.16,170.38,6.04,20.08,4.3,25.36,239.38,265.84,17.39,347.25,348.23,337.25,345.55,100.78,0.53,0.53,58.21,279.91,159.62,82.52,-7.27,98.77,117.79,1945.52,96.27,96.0,92.25,3.02,13.15,154.93,41.37,49.94,108.84,166.62,163.38,6.9,159.85,96.03,58.02,7.9,7.91,19.24,40.43,34.71,80.45,66.4,114.09,134.8,136.33,104.93,129.86,117.12,139.67,721.12,164.59,2544.92,312.39,312.39,220.97,924.66,5.41,66.73,-0.19,36.25,63.9,195.85,207.97,312.4,253.76,259.17,263.5,203.05,305.78,471.85,1166.52,326.34,64.0,348.85,55.94,723.27,334.18,94.65,215.15,43.23,338.37,1.17,11.98,55.3,333.68,659.13
